customer_id,booking_id,customer_name,country,booking_date,check_in,check_out,nights,season,room_type,room_number,view,balcony_type,room_amenities,nightly_rate_eur,adults,children,booking_channel,payment_method,booking_status,total_revenue_eur
CUST-00223,BOOK-00223,Adam Laine,Austria,2025-11-17,2025-12-08,2025-12-12,4,Winter,Superior Room,SU-20,Slope view,French balcony,French balcony or balcony,140,2,2,Booking.com,Online payment,Completed,560
CUST-00224,BOOK-00224,Anna Johansson,Italy,2025-08-12,2025-10-12,2025-10-18,6,Shoulder,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Corporate,Credit card,Completed,1788
CUST-00225,BOOK-00225,Eetu Brown,Belgium,2025-06-25,2025-08-19,2025-08-21,2,Summer,Standard View Room,SV-02,Forest view,Balcony,French balcony or balcony,120,2,0,Direct website,Credit card,Cancelled,0
CUST-00226,BOOK-00226,Ella Järvinen,Estonia,2025-07-12,2025-08-20,2025-08-26,6,Summer,Standard Room,SR-12,Slope view,French balcony,French balcony or balcony,95,3,2,Travel agency,Credit card,No-show,0
CUST-00227,BOOK-00227,Amelia Schmidt,United States,2025-12-20,2026-05-13,2026-05-16,3,Shoulder,Superior Family Room,SF-02,Forest view,French balcony,French balcony or balcony,170,2,0,Booking.com,Credit card,Completed,510
CUST-00228,BOOK-00228,Ava Müller,Austria,2025-03-02,2025-06-07,2025-06-09,2,Summer,Superior Family Room,SF-08,Forest view,French balcony,French balcony or balcony,170,2,0,Direct website,Credit card,Completed,340
CUST-00229,BOOK-00229,Oliver Novak,Estonia,2025-06-01,2025-07-04,2025-07-06,2,Summer,Superior Room,SU-14,Slope view,French balcony,French balcony or balcony,140,4,0,Corporate,Invoice,Completed,280
CUST-00230,BOOK-00230,Iida Järvinen,United Kingdom,2025-10-09,2025-12-20,2025-12-24,4,Winter,Standard View Room,SV-24,Slope view,Balcony,French balcony or balcony,120,2,0,Corporate,Debit card,Completed,480
CUST-00231,BOOK-00231,Leo Nieminen,Italy,2026-01-18,2026-04-28,2026-05-01,3,Winter,Standard View Room,SV-01,Forest view,French balcony,French balcony or balcony,120,2,1,Corporate,Debit card,Cancelled,0
CUST-00232,BOOK-00232,Iida Karlsson,Canada,2026-01-19,2026-04-19,2026-04-29,10,Winter,Standard View Room,SV-02,Forest view,Balcony,French balcony or balcony,120,2,0,Expedia,Debit card,Cancelled,0
CUST-00233,BOOK-00233,Elsa Rantanen,Netherlands,2025-05-05,2025-06-16,2025-06-23,7,Summer,Superior Family Room,SF-07,Slope view,French balcony,French balcony or balcony,170,2,0,Corporate,Credit card,Cancelled,0
CUST-00234,BOOK-00234,Liam Heikkinen,Netherlands,2025-04-21,2025-09-21,2025-09-25,4,Shoulder,Deluxe Sky Suite,DS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,500,3,1,Corporate,Credit card,Completed,2000
CUST-00235,BOOK-00235,Julia Brown,Spain,2025-10-13,2025-11-28,2025-12-05,7,Winter,Standard View Room,SV-07,Slope view,Balcony,French balcony or balcony,120,1,0,Corporate,Debit card,Completed,840
CUST-00236,BOOK-00236,Ava Santos,Germany,2025-03-14,2025-06-11,2025-06-15,4,Summer,Standard Room,SR-05,Slope view,French balcony,French balcony or balcony,95,4,1,Expedia,Credit card,No-show,0
CUST-00237,BOOK-00237,Elsa Schmidt,Belgium,2025-05-23,2025-06-12,2025-06-14,2,Summer,Superior Room,SU-18,Slope view,Balcony,French balcony or balcony,140,3,1,Corporate,Credit card,Completed,280
CUST-00238,BOOK-00238,Julia Martin,Estonia,2025-10-05,2025-11-20,2025-11-23,3,Winter,Standard Room,SR-41,Slope view,Balcony,French balcony or balcony,100,2,0,Booking.com,Invoice,Cancelled,0
CUST-00239,BOOK-00239,Felix Hansen,Sweden,2025-09-18,2025-11-05,2025-11-10,5,Winter,Standard Room,SR-01,Slope view,Balcony,French balcony or balcony,100,4,2,Booking.com,Credit card,Completed,500
CUST-00240,BOOK-00240,Anna Heikkinen,Norway,2025-08-21,2026-02-10,2026-02-12,2,Winter,Superior Room,SU-16,Forest view,Balcony,French balcony or balcony,140,2,0,Booking.com,Credit card,Completed,280
CUST-00241,BOOK-00241,Olivia Johansson,Poland,2025-10-14,2025-11-27,2025-11-30,3,Winter,Standard Room,SR-38,Slope view,Balcony,French balcony or balcony,100,2,0,Corporate,Invoice,Completed,300
CUST-00242,BOOK-00242,Emma Johansson,Norway,2025-07-12,2025-07-22,2025-07-28,6,Summer,Superior Family Room,SF-09,Slope view,Balcony,French balcony or balcony,170,1,0,Direct website,Credit card,Completed,1020
CUST-00243,BOOK-00243,Elina Petrov,Norway,2025-08-27,2025-11-23,2025-11-25,2,Winter,Standard View Room,SV-02,Forest view,Balcony,French balcony or balcony,120,3,0,Phone,Debit card,Completed,240
CUST-00244,BOOK-00244,Lucas Järvinen,Poland,2025-10-09,2026-04-07,2026-04-14,7,Winter,Standard Room,SR-30,Slope view,Balcony,French balcony or balcony,100,3,0,Direct website,Credit card,Completed,700
CUST-00245,BOOK-00245,Samuel Korhonen,Poland,2025-11-25,2025-12-19,2025-12-23,4,Winter,Superior Family Room,SF-10,Forest view,Balcony,French balcony or balcony,170,3,1,Travel agency,Debit card,Completed,680
CUST-00246,BOOK-00246,Hugo Schmidt,Denmark,2025-05-01,2025-07-20,2025-07-21,1,Summer,Standard Room,SR-39,Slope view,Balcony,French balcony or balcony,95,2,2,Expedia,Credit card,Completed,95
CUST-00247,BOOK-00247,Samuel Heikkinen,United States,2026-04-12,2026-04-25,2026-04-29,4,Winter,Standard Room,SR-17,Forest view,Balcony,French balcony or balcony,100,2,0,Expedia,Credit card,Cancelled,0
CUST-00248,BOOK-00248,Oscar Andersen,Netherlands,2025-03-27,2025-08-17,2025-08-22,5,Summer,Superior Room,SU-06,Slope view,French balcony,French balcony or balcony,140,3,1,Travel agency,Invoice,Completed,700
CUST-00249,BOOK-00249,Ella Smith,Germany,2026-02-17,2026-03-21,2026-03-28,7,Winter,Standard View Room,SV-20,Slope view,Balcony,French balcony or balcony,120,2,3,Booking.com,Debit card,Cancelled,0
CUST-00250,BOOK-00250,Ava Müller,Germany,2025-03-03,2025-08-04,2025-08-05,1,Summer,Standard Room,SR-01,Slope view,Balcony,French balcony or balcony,95,2,1,Direct website,Credit card,Cancelled,0
CUST-00251,BOOK-00251,Elsa Johansson,Finland,2025-07-08,2025-12-16,2025-12-20,4,Winter,Standard View Room,SV-17,Slope view,Balcony,French balcony or balcony,120,2,0,Corporate,Credit card,Completed,480
CUST-00252,BOOK-00252,Iida Novak,Poland,2025-05-17,2025-07-25,2025-07-29,4,Summer,Standard Room,SR-21,Slope view,Balcony,French balcony or balcony,95,3,0,Travel agency,Credit card,No-show,0
CUST-00253,BOOK-00253,Ella Hansen,Estonia,2025-03-03,2025-08-28,2025-08-31,3,Summer,Standard Room,SR-15,Slope view,French balcony,French balcony or balcony,95,1,0,Expedia,Online payment,Cancelled,0
CUST-00254,BOOK-00254,Julia Schmidt,Denmark,2025-04-12,2025-06-11,2025-06-14,3,Summer,Superior Family Room,SF-01,Slope view,French balcony,French balcony or balcony,170,2,1,Expedia,Online payment,Completed,510
CUST-00255,BOOK-00255,Alexander Bianchi,Canada,2025-08-19,2025-12-31,2026-01-04,4,Winter,Standard Room,SR-34,Slope view,Balcony,French balcony or balcony,100,3,0,Booking.com,Credit card,Completed,400
CUST-00256,BOOK-00256,Felix Korhonen,United Kingdom,2025-09-17,2025-11-07,2025-11-12,5,Winter,Standard View Room,SV-20,Slope view,French balcony,French balcony or balcony,120,3,0,Travel agency,Credit card,No-show,0
CUST-00257,BOOK-00257,Adam Hansen,Denmark,2025-06-09,2025-12-02,2025-12-07,5,Winter,Standard Room,SR-03,Forest view,French balcony,French balcony or balcony,100,2,0,Travel agency,Debit card,Cancelled,0
CUST-00258,BOOK-00258,Oliver Salminen,Finland,2025-10-21,2026-01-29,2026-02-02,4,Winter,Standard Room,SR-10,Forest view,French balcony,French balcony or balcony,100,2,0,Booking.com,Debit card,Completed,400
CUST-00259,BOOK-00259,Adam Korhonen,Finland,2025-12-26,2026-04-28,2026-05-01,3,Winter,Standard Room,SR-08,Forest view,French balcony,French balcony or balcony,100,3,1,Direct website,Debit card,Cancelled,0
CUST-00260,BOOK-00260,Isla Novak,Austria,2025-07-09,2025-10-08,2025-10-12,4,Shoulder,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Phone,Invoice,Completed,1192
CUST-00261,BOOK-00261,Elina Martin,Spain,2026-01-08,2026-03-27,2026-03-29,2,Winter,Standard View Room,SV-17,Slope view,French balcony,French balcony or balcony,120,2,0,Expedia,Online payment,Completed,240
CUST-00262,BOOK-00262,Ava Laine,Netherlands,2025-10-04,2025-10-20,2025-10-23,3,Shoulder,Superior Room,SU-16,Forest view,Balcony,French balcony or balcony,140,3,1,Phone,Credit card,Completed,420
CUST-00263,BOOK-00263,Amelia Hansen,Sweden,2025-12-02,2026-05-02,2026-05-06,4,Shoulder,Standard Room,SR-16,Slope view,French balcony,French balcony or balcony,100,2,1,Phone,Invoice,Cancelled,0
CUST-00264,BOOK-00264,Liam Salminen,Denmark,2026-01-08,2026-05-10,2026-05-13,3,Shoulder,Standard Room,SR-10,Forest view,French balcony,French balcony or balcony,100,3,1,Corporate,Debit card,No-show,0
CUST-00265,BOOK-00265,Nora Bianchi,Spain,2026-01-26,2026-05-15,2026-05-22,7,Shoulder,Superior Room,SU-08,Slope view,Balcony,French balcony or balcony,140,2,0,Travel agency,Credit card,Completed,980
CUST-00266,BOOK-00266,Emilia Karlsson,France,2025-09-19,2026-01-27,2026-01-29,2,Winter,Superior Room,SU-18,Slope view,French balcony,French balcony or balcony,140,3,0,Expedia,Invoice,No-show,0
CUST-00267,BOOK-00267,Alexander Miller,United States,2025-05-21,2025-06-28,2025-07-05,7,Summer,Standard Room,SR-25,Forest view,Balcony,French balcony or balcony,95,3,0,Direct website,Invoice,Completed,665
CUST-00268,BOOK-00268,Aino Johansson,Italy,2025-09-24,2025-11-18,2025-11-23,5,Winter,Standard Room,SR-02,Slope view,French balcony,French balcony or balcony,100,2,0,Direct website,Debit card,Completed,500
CUST-00269,BOOK-00269,Olivia Korhonen,Sweden,2025-11-24,2026-04-11,2026-04-15,4,Winter,Standard View Room,SV-27,Forest view,French balcony,French balcony or balcony,120,3,2,Expedia,Debit card,Cancelled,0
CUST-00270,BOOK-00270,Iida Salminen,Germany,2025-05-13,2025-06-10,2025-06-15,5,Summer,Superior Room,SU-05,Slope view,Balcony,French balcony or balcony,140,2,0,Direct website,Credit card,Completed,700
CUST-00271,BOOK-00271,Elsa Koskinen,Poland,2025-05-07,2025-10-31,2025-11-07,7,Shoulder,Standard View Room,SV-13,Forest view,French balcony,French balcony or balcony,120,2,2,Expedia,Debit card,No-show,0
CUST-00272,BOOK-00272,Nora Lehtonen,Germany,2025-06-29,2025-08-24,2025-08-31,7,Summer,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Expedia,Credit card,Completed,2086
CUST-00273,BOOK-00273,Leo Wilson,Sweden,2025-06-22,2025-12-10,2025-12-17,7,Winter,Standard Room,SR-43,Forest view,French balcony,French balcony or balcony,100,3,0,Phone,Credit card,No-show,0
CUST-00274,BOOK-00274,Noah Järvinen,Finland,2025-10-13,2025-12-31,2026-01-04,4,Winter,Standard Room,SR-18,Slope view,Balcony,French balcony or balcony,100,3,1,Expedia,Debit card,Cancelled,0
CUST-00275,BOOK-00275,Eetu Salminen,Denmark,2025-12-03,2026-01-01,2026-01-07,6,Winter,Standard Room,SR-22,Slope view,Balcony,French balcony or balcony,100,2,0,Expedia,Debit card,No-show,0
CUST-00276,BOOK-00276,Julia Kowalski,France,2025-06-06,2025-12-01,2025-12-06,5,Winter,Standard Room,SR-32,Slope view,Balcony,French balcony or balcony,100,2,0,Phone,Credit card,No-show,0
CUST-00277,BOOK-00277,Adam Nieminen,Denmark,2025-05-21,2025-07-27,2025-08-02,6,Summer,Superior Room,SU-11,Slope view,French balcony,French balcony or balcony,140,2,3,Expedia,Invoice,Completed,840
CUST-00278,BOOK-00278,Samuel Santos,Estonia,2025-03-07,2025-06-26,2025-06-28,2,Summer,Standard Room,SR-02,Slope view,French balcony,French balcony or balcony,95,2,1,Direct website,Credit card,Completed,190
CUST-00279,BOOK-00279,Oskari Novak,Norway,2025-05-05,2025-08-10,2025-08-15,5,Summer,Standard Room,SR-23,Forest view,Balcony,French balcony or balcony,95,2,0,Travel agency,Online payment,Cancelled,0
CUST-00280,BOOK-00280,Eetu Laine,Sweden,2025-11-03,2025-12-15,2025-12-20,5,Winter,Standard View Room,SV-32,Forest view,French balcony,French balcony or balcony,120,2,0,Corporate,Invoice,Completed,600
CUST-00281,BOOK-00281,Mila Karlsson,Canada,2025-08-02,2025-09-01,2025-09-05,4,Shoulder,Superior Family Room,SF-03,Forest view,Balcony,French balcony or balcony,170,2,0,Phone,Online payment,Completed,680
CUST-00282,BOOK-00282,Felix Lehtonen,Estonia,2025-01-24,2025-06-07,2025-06-12,5,Summer,Superior Room,SU-04,Forest view,French balcony,French balcony or balcony,140,2,1,Travel agency,Online payment,No-show,0
CUST-00283,BOOK-00283,Leo Korhonen,United Kingdom,2025-12-26,2026-05-06,2026-05-11,5,Shoulder,Standard View Room,SV-31,Forest view,Balcony,French balcony or balcony,120,3,2,Direct website,Invoice,No-show,0
CUST-00284,BOOK-00284,Nora Brown,Austria,2025-07-30,2025-11-12,2025-11-15,3,Winter,Deluxe Sky Suite,DS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,700,1,0,Corporate,Invoice,No-show,0
CUST-00285,BOOK-00285,Elias Mäkinen,Austria,2025-03-31,2025-07-16,2025-07-22,6,Summer,Standard View Room,SV-24,Slope view,French balcony,French balcony or balcony,120,2,0,Direct website,Online payment,Cancelled,0
CUST-00286,BOOK-00286,Samuel Müller,Sweden,2025-12-19,2026-02-16,2026-02-20,4,Winter,Superior Room,SU-15,Forest view,Balcony,French balcony or balcony,140,2,1,Corporate,Invoice,Completed,560
CUST-00287,BOOK-00287,Aino Koskinen,Belgium,2025-11-20,2026-05-03,2026-05-06,3,Shoulder,Standard View Room,SV-17,Slope view,Balcony,French balcony or balcony,120,2,0,Direct website,Credit card,Completed,360
CUST-00288,BOOK-00288,Sofia Saarinen,France,2025-07-05,2025-08-24,2025-08-28,4,Summer,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,4,0,Travel agency,Debit card,Cancelled,0
CUST-00289,BOOK-00289,Eetu Silva,United States,2025-07-25,2025-11-21,2025-11-23,2,Winter,Standard View Room,SV-02,Forest view,French balcony,French balcony or balcony,120,4,0,Phone,Credit card,No-show,0
CUST-00290,BOOK-00290,Liam Rossi,United Kingdom,2026-02-05,2026-03-11,2026-03-18,7,Winter,Superior Family Room,SF-10,Forest view,French balcony,French balcony or balcony,170,2,1,Expedia,Invoice,No-show,0
CUST-00291,BOOK-00291,Oskari Hansen,Estonia,2025-10-16,2026-01-01,2026-01-11,10,Winter,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Corporate,Online payment,Completed,2980
CUST-00292,BOOK-00292,Lucas Järvinen,France,2025-09-28,2026-03-08,2026-03-14,6,Winter,Superior Room,SU-07,Forest view,Balcony,French balcony or balcony,140,3,2,Booking.com,Debit card,No-show,0
CUST-00293,BOOK-00293,Iida Brown,Canada,2025-09-15,2026-02-13,2026-02-17,4,Winter,Superior Room,SU-10,Forest view,Balcony,French balcony or balcony,140,3,2,Corporate,Online payment,Completed,560
CUST-00294,BOOK-00294,Noah Virtanen,Sweden,2025-11-11,2026-01-03,2026-01-09,6,Winter,Standard View Room,SV-37,Forest view,Balcony,French balcony or balcony,120,3,0,Expedia,Online payment,Cancelled,0
CUST-00295,BOOK-00295,Oscar Virtanen,Belgium,2025-04-19,2025-08-14,2025-08-20,6,Summer,Superior Room,SU-11,Slope view,French balcony,French balcony or balcony,140,2,1,Corporate,Debit card,Completed,840
CUST-00296,BOOK-00296,Leo Kowalski,Austria,2026-01-17,2026-04-28,2026-05-02,4,Winter,Standard Room,SR-05,Slope view,Balcony,French balcony or balcony,100,4,3,Expedia,Credit card,Completed,400
CUST-00297,BOOK-00297,Nora Kowalski,Belgium,2025-01-06,2025-06-07,2025-06-12,5,Summer,Standard Room,SR-18,Slope view,French balcony,French balcony or balcony,95,3,2,Expedia,Invoice,Cancelled,0
CUST-00298,BOOK-00298,Eetu Hansen,Sweden,2025-05-11,2025-08-30,2025-09-09,10,Summer,Standard Room,SR-40,Forest view,Balcony,French balcony or balcony,95,2,0,Corporate,Online payment,No-show,0
CUST-00299,BOOK-00299,Noah Kowalski,Estonia,2024-12-31,2025-06-03,2025-06-06,3,Summer,Superior Room,SU-11,Slope view,French balcony,French balcony or balcony,140,3,1,Phone,Online payment,Completed,420
CUST-00300,BOOK-00300,Elsa Lehtonen,United Kingdom,2025-09-25,2026-02-07,2026-02-13,6,Winter,Standard View Room,SV-39,Forest view,French balcony,French balcony or balcony,120,3,0,Corporate,Invoice,Completed,720
CUST-00301,BOOK-00301,Mikael Rantanen,Spain,2025-05-22,2025-07-18,2025-07-21,3,Summer,Deluxe Room,DR-05,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,4,1,Phone,Credit card,Completed,600
CUST-00302,BOOK-00302,Matti Petrov,Sweden,2025-02-03,2025-07-29,2025-08-03,5,Summer,Standard View Room,SV-37,Forest view,Balcony,French balcony or balcony,120,2,1,Direct website,Invoice,No-show,0
CUST-00303,BOOK-00303,Samuel Smith,United States,2025-06-06,2025-10-10,2025-10-14,4,Shoulder,Standard Room,SR-18,Slope view,French balcony,French balcony or balcony,100,2,1,Expedia,Credit card,No-show,0
CUST-00304,BOOK-00304,Aino Martin,Norway,2025-05-26,2025-07-20,2025-07-22,2,Summer,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Direct website,Debit card,No-show,0
CUST-00305,BOOK-00305,Emilia Bianchi,Germany,2026-02-23,2026-03-03,2026-03-09,6,Winter,Deluxe Room,DR-05,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,3,0,Direct website,Credit card,Cancelled,0
CUST-00306,BOOK-00306,Linnea Andersen,Austria,2025-05-06,2025-08-31,2025-09-06,6,Summer,Standard View Room,SV-14,Slope view,Balcony,French balcony or balcony,120,2,0,Phone,Credit card,Completed,720
CUST-00307,BOOK-00307,Ella Rossi,Norway,2025-11-28,2026-03-01,2026-03-02,1,Winter,Superior Room,SU-17,Slope view,French balcony,French balcony or balcony,140,2,1,Corporate,Credit card,No-show,0
CUST-00308,BOOK-00308,Hugo Heikkinen,Netherlands,2025-09-17,2025-10-23,2025-10-28,5,Shoulder,Standard View Room,SV-01,Forest view,Balcony,French balcony or balcony,120,3,1,Expedia,Debit card,Completed,600
CUST-00309,BOOK-00309,Aino Brown,Germany,2025-09-28,2025-10-31,2025-11-05,5,Shoulder,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,1,0,Corporate,Credit card,Completed,1490
CUST-00310,BOOK-00310,Lucas Andersen,Germany,2025-09-22,2025-11-04,2025-11-07,3,Winter,Superior Room,SU-07,Forest view,French balcony,French balcony or balcony,140,2,1,Booking.com,Credit card,Completed,420
CUST-00311,BOOK-00311,Alma Martin,Norway,2025-06-17,2025-09-01,2025-09-06,5,Shoulder,Standard View Room,SV-30,Slope view,French balcony,French balcony or balcony,120,2,0,Corporate,Invoice,No-show,0
CUST-00312,BOOK-00312,Sara Wilson,Norway,2025-09-27,2025-11-17,2025-11-20,3,Winter,Superior Room,SU-08,Slope view,Balcony,French balcony or balcony,140,2,0,Phone,Online payment,Completed,420
CUST-00313,BOOK-00313,Isla Heikkinen,Finland,2026-03-01,2026-05-22,2026-05-26,4,Shoulder,Standard View Room,SV-08,Forest view,French balcony,French balcony or balcony,120,3,1,Phone,Invoice,Completed,480
CUST-00314,BOOK-00314,Hugo Johansson,United States,2025-07-19,2025-10-20,2025-10-26,6,Shoulder,Standard Room,SR-21,Slope view,Balcony,French balcony or balcony,100,2,0,Phone,Credit card,Completed,600
CUST-00315,BOOK-00315,Linnea Bianchi,Norway,2025-10-01,2025-10-22,2025-10-28,6,Shoulder,Standard Room,SR-37,Forest view,French balcony,French balcony or balcony,100,3,1,Corporate,Invoice,Completed,600
CUST-00316,BOOK-00316,Oscar Karlsson,Germany,2025-12-25,2026-03-30,2026-04-02,3,Winter,Standard Room,SR-05,Slope view,Balcony,French balcony or balcony,100,2,1,Phone,Online payment,No-show,0
CUST-00317,BOOK-00317,Adam Korhonen,Netherlands,2025-03-02,2025-08-08,2025-08-12,4,Summer,Standard View Room,SV-16,Slope view,French balcony,French balcony or balcony,120,3,0,Booking.com,Debit card,Completed,480
CUST-00318,BOOK-00318,Iida Virtanen,Netherlands,2025-11-11,2026-03-17,2026-03-24,7,Winter,Superior Room,SU-12,Slope view,French balcony,French balcony or balcony,140,1,0,Direct website,Debit card,Cancelled,0
CUST-00319,BOOK-00319,Ella Virtanen,Estonia,2026-01-24,2026-02-21,2026-02-28,7,Winter,Standard View Room,SV-07,Slope view,Balcony,French balcony or balcony,120,3,0,Corporate,Debit card,Cancelled,0
CUST-00320,BOOK-00320,Elsa Saarinen,Austria,2025-10-12,2025-12-10,2025-12-15,5,Winter,Standard View Room,SV-33,Forest view,Balcony,French balcony or balcony,120,2,2,Travel agency,Invoice,Completed,600
CUST-00321,BOOK-00321,Nora Nieminen,Italy,2026-02-09,2026-04-06,2026-04-07,1,Winter,Deluxe Room,DR-05,Forest view,French balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Phone,Credit card,Completed,200
CUST-00322,BOOK-00322,Hugo Dubois,Canada,2026-01-01,2026-05-05,2026-05-08,3,Shoulder,Superior Family Room,SF-05,Forest view,French balcony,French balcony or balcony,170,2,1,Travel agency,Credit card,Completed,510
CUST-00323,BOOK-00323,Adam Virtanen,Germany,2025-09-17,2025-10-03,2025-10-04,1,Shoulder,Standard View Room,SV-01,Forest view,French balcony,French balcony or balcony,120,2,0,Travel agency,Credit card,Completed,120
CUST-00324,BOOK-00324,Hugo Schmidt,Canada,2026-03-21,2026-05-05,2026-05-11,6,Shoulder,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,1,Corporate,Debit card,Cancelled,0
CUST-00325,BOOK-00325,Alma Wilson,Norway,2026-02-15,2026-04-16,2026-04-21,5,Winter,Standard Room,SR-10,Forest view,Balcony,French balcony or balcony,100,2,0,Booking.com,Invoice,Completed,500
CUST-00326,BOOK-00326,Ella Novak,Denmark,2025-07-22,2025-08-16,2025-08-20,4,Summer,Standard Room,SR-16,Slope view,Balcony,French balcony or balcony,95,3,2,Corporate,Credit card,No-show,0
CUST-00327,BOOK-00327,Elsa Andersen,Netherlands,2026-01-09,2026-05-14,2026-05-19,5,Shoulder,Standard View Room,SV-11,Slope view,Balcony,French balcony or balcony,120,2,1,Phone,Credit card,Completed,600
CUST-00328,BOOK-00328,Sara Wilson,Poland,2025-10-29,2026-01-04,2026-01-06,2,Winter,Standard View Room,SV-15,Forest view,French balcony,French balcony or balcony,120,1,1,Direct website,Credit card,Completed,240
CUST-00329,BOOK-00329,Alexander Rantanen,Denmark,2026-01-12,2026-02-22,2026-02-23,1,Winter,Superior Room,SU-06,Slope view,Balcony,French balcony or balcony,140,3,0,Corporate,Invoice,Completed,140
CUST-00330,BOOK-00330,Lucas Andersen,Canada,2026-01-29,2026-03-17,2026-03-20,3,Winter,Standard Room,SR-08,Forest view,Balcony,French balcony or balcony,100,2,0,Expedia,Online payment,Cancelled,0
CUST-00331,BOOK-00331,Nora Johansson,United Kingdom,2025-11-24,2025-12-21,2025-12-26,5,Winter,Deluxe Room,DR-05,Forest view,French balcony,Bathtub and sauna; French balcony or balcony,200,2,1,Corporate,Credit card,Completed,1000
CUST-00332,BOOK-00332,Noah Karlsson,Poland,2025-07-29,2025-08-22,2025-08-25,3,Summer,Superior Room,SU-03,Forest view,French balcony,French balcony or balcony,140,2,0,Corporate,Credit card,Completed,420
CUST-00333,BOOK-00333,Sara Rossi,Sweden,2025-10-29,2025-12-14,2025-12-21,7,Winter,Standard View Room,SV-40,Forest view,Balcony,French balcony or balcony,120,2,0,Phone,Online payment,No-show,0
CUST-00334,BOOK-00334,Emma Dubois,Sweden,2025-06-06,2025-09-08,2025-09-09,1,Shoulder,Standard View Room,SV-03,Forest view,French balcony,French balcony or balcony,120,3,3,Direct website,Online payment,Completed,120
CUST-00335,BOOK-00335,Elsa Korhonen,Norway,2025-11-27,2025-12-22,2025-12-25,3,Winter,Standard View Room,SV-30,Slope view,Balcony,French balcony or balcony,120,3,0,Corporate,Online payment,Completed,360
CUST-00336,BOOK-00336,Alma Kowalski,Austria,2025-06-29,2025-11-25,2025-12-05,10,Winter,Standard Room,SR-05,Slope view,French balcony,French balcony or balcony,100,2,0,Direct website,Credit card,Completed,1000
CUST-00337,BOOK-00337,Linnea Novak,Italy,2025-08-18,2026-02-13,2026-02-16,3,Winter,Sky Suite,SS-02,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,4,0,Booking.com,Online payment,No-show,0
CUST-00338,BOOK-00338,Hugo Mäkinen,Italy,2026-01-02,2026-01-21,2026-01-26,5,Winter,Deluxe Room,DR-03,Forest view,Balcony,Bathtub and sauna; French balcony or balcony,200,3,3,Phone,Debit card,Completed,1000
CUST-00339,BOOK-00339,Linnea Lehtonen,Spain,2025-10-15,2025-11-09,2025-11-12,3,Winter,Standard View Room,SV-17,Slope view,Balcony,French balcony or balcony,120,3,1,Direct website,Debit card,Completed,360
CUST-00340,BOOK-00340,Liam Petrov,France,2025-09-23,2026-01-30,2026-02-02,3,Winter,Standard Room,SR-20,Forest view,French balcony,French balcony or balcony,100,2,0,Expedia,Debit card,Completed,300
CUST-00341,BOOK-00341,Noah Silva,Denmark,2025-08-25,2025-09-26,2025-09-29,3,Shoulder,Standard Room,SR-33,Forest view,French balcony,French balcony or balcony,100,3,1,Corporate,Credit card,Completed,300
CUST-00342,BOOK-00342,Anna Karlsson,Italy,2025-10-29,2026-03-05,2026-03-15,10,Winter,Deluxe Room,DR-02,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,4,2,Expedia,Invoice,No-show,0
CUST-00343,BOOK-00343,Hugo Petrov,Sweden,2025-05-15,2025-09-22,2025-09-27,5,Shoulder,Standard Room,SR-35,Forest view,Balcony,French balcony or balcony,100,2,1,Booking.com,Invoice,Cancelled,0
CUST-00344,BOOK-00344,Aino Dubois,France,2025-04-24,2025-08-01,2025-08-06,5,Summer,Standard View Room,SV-09,Slope view,French balcony,French balcony or balcony,120,2,1,Expedia,Debit card,Completed,600
CUST-00345,BOOK-00345,Samuel Heikkinen,Canada,2025-11-18,2026-03-08,2026-03-11,3,Winter,Standard Room,SR-05,Slope view,French balcony,French balcony or balcony,100,2,1,Expedia,Invoice,Completed,300
CUST-00346,BOOK-00346,Sofia Bianchi,Italy,2025-08-21,2025-10-22,2025-10-26,4,Shoulder,Standard View Room,SV-15,Forest view,Balcony,French balcony or balcony,120,3,0,Phone,Debit card,Completed,480
CUST-00347,BOOK-00347,Elsa Brown,Estonia,2025-09-25,2026-01-29,2026-02-04,6,Winter,Standard Room,SR-29,Forest view,Balcony,French balcony or balcony,100,2,2,Direct website,Invoice,Completed,600
